,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,216.49566,-74.06823,-41.64472,-19.57861
pad_left_Q1,-74.06823,172.27861,-48.17996,-48.047
pad_right_Q1,-41.64472,-48.17996,92.83832,-1.82215
resonator_pad_Q1,-19.57861,-48.047,-1.82215,69.86534
