,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,274.03644,-99.09833,-59.94455,-21.48777
pad_left_Q1,-99.09833,234.95677,-53.84276,-78.48409
pad_right_Q1,-59.94455,-53.84276,118.20955,-2.33608
resonator_pad_Q1,-21.48777,-78.48409,-2.33608,102.90695
