,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,298.99317,-114.84442,-63.51778,-27.43868
pad_left_Q1,-114.84442,225.54964,-73.36276,-33.3186
pad_right_Q1,-63.51778,-73.36276,141.59331,-2.57891
resonator_pad_Q1,-27.43868,-33.3186,-2.57891,64.12394
