,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,290.11072,-107.34558,-68.54028,-21.23276
pad_left_Q1,-107.34558,295.41688,-105.71138,-78.67005
pad_right_Q1,-68.54028,-105.71138,179.26765,-2.70899
resonator_pad_Q1,-21.23276,-78.67005,-2.70899,103.20378
