,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_0_Q1
ground_main_plane,269.09935,-73.44506,-75.91956,-18.17928
pad_left_Q1,-73.44506,122.06392,-32.09748,-13.3751
pad_right_Q1,-75.91956,-32.09748,112.06927,-0.55509
resonator_pad_0_Q1,-18.17928,-13.3751,-0.55509,32.43873
