,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,270.88359,-98.12323,-58.04107,-21.55988
pad_left_Q1,-98.12323,244.1812,-64.30411,-78.29049
pad_right_Q1,-58.04107,-64.30411,126.8032,-2.4393
resonator_pad_Q1,-21.55988,-78.29049,-2.4393,102.89195
