,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,303.71654,-117.41113,-71.81365,-24.52226
pad_left_Q1,-117.41113,198.25232,-62.34619,-14.59972
pad_right_Q1,-71.81365,-62.34619,137.94814,-1.7499
resonator_pad_Q1,-24.52226,-14.59972,-1.7499,41.45931
