,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,284.43605,-102.51123,-73.31751,-20.6024
pad_left_Q1,-102.51123,188.15484,-60.93111,-21.44623
pad_right_Q1,-73.31751,-60.93111,138.20639,-1.88104
resonator_pad_Q1,-20.6024,-21.44623,-1.88104,44.38282
