,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,279.04929,-98.23801,-74.04754,-18.63791
pad_left_Q1,-98.23801,187.56436,-60.12149,-26.13395
pad_right_Q1,-74.04754,-60.12149,138.11675,-1.86582
resonator_pad_Q1,-18.63791,-26.13395,-1.86582,47.03232
