,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,310.5309,-123.25956,-71.43893,-25.48045
pad_left_Q1,-123.25956,203.4366,-62.76916,-13.29415
pad_right_Q1,-71.43893,-62.76916,137.93327,-1.68496
resonator_pad_Q1,-25.48045,-13.29415,-1.68496,41.08141
