,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_0_Q1
ground_main_plane,321.64573,-102.25757,-102.4976,-16.62171
pad_left_Q1,-102.25757,176.04337,-54.74369,-14.97365
pad_right_Q1,-102.4976,-54.74369,162.23088,-0.52377
resonator_pad_0_Q1,-16.62171,-14.97365,-0.52377,32.39936
