,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,294.90277,-113.37607,-61.93566,-25.07769
pad_left_Q1,-113.37607,314.24374,-88.20564,-108.48782
pad_right_Q1,-61.93566,-88.20564,155.09756,-2.84421
resonator_pad_Q1,-25.07769,-108.48782,-2.84421,137.21024
