,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,306.55592,-120.99065,-62.0267,-27.30888
pad_left_Q1,-120.99065,336.87116,-82.55232,-128.75307
pad_right_Q1,-62.0267,-82.55232,149.64314,-2.92824
resonator_pad_Q1,-27.30888,-128.75307,-2.92824,159.93999
