,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,290.44924,-112.6601,-69.56664,-18.59788
pad_left_Q1,-112.6601,186.11121,-62.65745,-7.18494
pad_right_Q1,-69.56664,-62.65745,135.57924,-1.16688
resonator_pad_Q1,-18.59788,-7.18494,-1.16688,27.30469
