,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,232.14429,-76.70179,-46.37449,-17.92807
pad_left_Q1,-76.70179,180.52467,-52.88745,-48.4431
pad_right_Q1,-46.37449,-52.88745,102.83433,-1.9276
resonator_pad_Q1,-17.92807,-48.4431,-1.9276,68.69949
