,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,312.49212,-123.50439,-62.60146,-30.48355
pad_left_Q1,-123.50439,236.2174,-64.98512,-43.21919
pad_right_Q1,-62.60146,-64.98512,132.6299,-2.77224
resonator_pad_Q1,-30.48355,-43.21919,-2.77224,77.44186
