,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,318.52521,-127.74551,-62.27214,-31.97605
pad_left_Q1,-127.74551,245.8217,-65.16681,-48.18847
pad_right_Q1,-62.27214,-65.16681,132.57285,-2.85207
resonator_pad_Q1,-31.97605,-48.18847,-2.85207,84.07625
