,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,274.69111,-98.63727,-65.65336,-19.34486
pad_left_Q1,-98.63727,265.90123,-71.79152,-92.12621
pad_right_Q1,-65.65336,-71.79152,141.97823,-2.30067
resonator_pad_Q1,-19.34486,-92.12621,-2.30067,114.25737
