,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,293.90489,-110.84013,-63.94559,-25.52833
pad_left_Q1,-110.84013,207.44445,-64.09186,-28.6718
pad_right_Q1,-63.94559,-64.09186,132.74146,-2.40265
resonator_pad_Q1,-25.52833,-28.6718,-2.40265,57.28726
