,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,307.08736,-115.41203,-77.98317,-21.06133
pad_left_Q1,-115.41203,297.53026,-99.07391,-79.13296
pad_right_Q1,-77.98317,-99.07391,182.24624,-2.70434
resonator_pad_Q1,-21.06133,-79.13296,-2.70434,103.48737
