,Freq1(GHz),Freq2(GHz),f_target,Lj,Cj,Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,4.64480463212948,6.11327319349715,4,13.676453476080171nH,4.030668586052029fF,4412.60745591421,244.72597379358578,6112.710201133363,0.9058904278659821,0.00100468839263916
