,Target Frequencies,Buffer,Offset,Sizes
0,4.0,202,0.4,250
1,4.2,204,0.4,230
2,4.4,208,0.4,210
3,4.6000000000000005,206,0.4,196
4,4.800000000000001,206,0.4,184
5,5.000000000000001,202,0.4,170
6,5.200000000000001,203,0.4,155
7,5.400000000000001,205,0.4,140
8,5.600000000000001,200,0.4,132
9,5.800000000000002,190,0.4,125
