,f_target,size,Lj,Freq1(GHz),Freq2(GHz),Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,5.8,20.0,6,5.38841548271001,8.24560154371221,5252.948448472214,139.41172954162786,8245.424715443458,0.3321088992805481,0.0002099892177581
1,5.8,100.0,6,5.35210169562806,8.12851178819037,5218.460910145035,137.17357120161248,8127.922225112826,1.1025572471847531,0.0023546919841766
2,5.8,89.35090224140451,6,5.35808313406387,8.145309029369,5224.1464558665575,137.53673999350738,8144.787456181674,0.9760296056137084,0.0018401723003387
3,5.8,91.36835131389336,6,5.35709741403539,8.14284608491932,5223.208006676251,137.47746373927498,8142.312047744557,0.9992497164173124,0.0019296245231628
4,5.8,91.83019307046284,6,5.36018017984841,8.14150673560455,5226.136965249438,137.63337144356154,8140.966562019154,1.0104700682125092,0.0019713328037261
5,5.8,20.0,6,5.97263837235889,8.2445378810276,5806.532229603381,171.43433731547927,8244.302137677547,0.4242277984504699,0.0002883429832458
6,5.8,100.0,6,5.93261497947791,8.12809878353486,5769.213595567034,168.18879042282677,8127.303544261287,1.4230940600128172,0.0033127714481353
7,5.8,66.11405740335672,6,5.94952222457422,8.18011685450786,5784.946412546367,169.62218781072045,8179.598986304741,0.929282399400711,0.0013995507564544
8,5.8,70.96678313994518,6,5.94323520564969,8.17096479548952,5779.03727723899,169.1998373655033,8170.411415374424,0.992903298833847,0.0016015828723907
9,5.8,71.49915894415778,6,5.94844594947989,8.17199223496685,5783.96949396681,169.48741764424895,8171.432504244285,1.0038350444049835,0.0016348050041198729
