,f_target,cap_t_g,Predict_freq
0,4.0,104.61064,4.130627200056887
1,4.2,96.87481,4.284848267010055
2,4.4,83.07307,4.609872021163243
3,4.6000000000000005,102.03041,4.79274426932012
4,4.800000000000001,90.60066,5.073751675753401
5,5.000000000000001,86.0703,5.199870429885114
6,5.200000000000001,96.41985,5.52959740187667
7,5.400000000000001,91.38349,5.674318361365656
8,5.600000000000001,81.71665,5.9876791737544375
9,5.800000000000002,75.50397,6.219206699016451
