,f_target,size,Lj,Freq1(GHz),Freq2(GHz),Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,4.8,20.0,8,4.54064531357301,7.24239565912949,4412.063013696707,132.77352997786332,7242.216568334037,0.3375617379989624,0.0002272406959533
1,4.8,100.0,8,4.4978895519734,7.13899398078085,4371.75377021142,129.866197864624,7138.3913826656135,1.1316750353298186,0.0026121382961273
2,4.8,86.73488674501235,8,4.5019882712983,7.15698032024048,4375.616821978184,130.18472210467527,7156.4670006812175,0.964938659658432,0.0018940031566619
3,4.8,89.52427597474586,8,4.4963519983498,7.15326000224293,4370.29746769532,129.84020569427872,7152.731944232805,0.9927686043834686,0.0020097108821868
4,4.8,90.21134439644112,8,4.50208413883363,7.15201763061588,4375.708109469251,130.1701814134884,7151.479983845037,1.010325689941406,0.0020768852939605
5,4.8,20.0,8,4.94485837503955,7.24160811579002,4792.590238520378,157.63973583751678,7241.384682663483,0.4083836075134277,0.0002874354629516
6,4.8,100.0,8,4.90432469000265,7.14207279567813,4754.929543681873,154.20580219467544,7141.306781084556,1.3939461590881348,0.0034256987094879
7,4.8,68.02263572545873,8,4.91979263133385,7.18329023320918,4769.275875819503,155.57747432874487,7182.778495716265,0.9332087155494688,0.0015212946224212
8,4.8,72.6582677175868,8,4.91583317131166,7.17732223042404,4765.582203198856,155.27366881532288,7176.778871888944,0.990753470407486,0.0017179246158599
9,4.8,73.38605790089028,8,4.91670827616165,7.17646179893588,4766.408206450714,155.3206571708374,7175.912056917938,1.0022339883956908,0.0017576044006347654
