,pad_size(mm),coupling_len(um),Freq1(GHz),Freq2(GHz),Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,0.17666666666666667,5.0,5.22408322123667,7.32643287472952,4940.112348347106,300.3903924194431,7325.6855888038435,1.2543465512561798,0.0015270178699493407
