,pad_size(mm),coupling_len(um),Freq1(GHz),Freq2(GHz),Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,0.23,70.0,4.40277130969294,7.32940546913858,4203.355103214984,208.91664581032848,7328.448669002903,1.7735772219848631,0.0040616116237640375
1,0.23,70.0,4.40399735502406,7.04990052570128,4204.535093236323,208.9139777138977,7048.835263600569,1.9476677768764494,0.0049430127716064455
2,0.23,70.0,4.40542691350164,6.79123677555012,4205.912163426604,208.91394793824577,6790.043588665694,2.148720356262207,0.0060836177692413325
3,0.23,70.0,4.40150376461047,6.55144783939518,4202.439157381626,208.3752899173193,6550.112781437836,2.3655877119045257,0.007481062335968017
4,0.21857142857142856,70.0,4.53718401458251,7.49741325900008,4325.02107047967,222.53569776124382,7496.338341084515,1.9836791369571685,0.0047894545841217035
5,0.21857142857142856,70.0,4.53640794097826,7.20459354150234,4324.392036671127,222.32319134303856,7203.396810548912,2.1762858344841,0.005826447481155395
6,0.21857142857142856,70.0,4.53875233749052,6.93507025576649,4326.608807842654,222.3967090395031,6933.720810591287,2.4137369336967467,0.00725151328086853
7,0.21857142857142856,70.0,4.53519539756975,6.68426844419667,4323.497480166902,221.85497852996633,6682.746876977837,2.673458395345688,0.009033790901184082
8,0.20714285714285716,70.0,4.68153212049775,7.67199500753437,4455.219456789759,237.67735052443504,7670.78220884079,2.2267340792884824,0.005676612422943115
9,0.20714285714285716,70.0,4.67988376707362,7.36583623081431,4453.813983567402,237.35723583774376,7364.482072979195,2.4471455482540128,0.006937474225997924
10,0.20714285714285716,70.0,4.68380970983404,7.08373853889313,4457.4707521651235,237.5746622068386,7082.1985991026095,2.732397076568603,0.00875552255821228
11,0.20714285714285716,70.0,4.68144559843541,6.82233863576478,4455.471021118878,237.11474790909574,6820.591934425199,3.0383367338752745,0.011002005544662475
12,0.19571428571428573,70.0,4.84120613630552,7.85340728597824,4598.68326065832,255.0443382342205,7852.013992900178,2.5419664487571714,0.006931928407669067
13,0.19571428571428573,70.0,4.83561308177667,7.53621771639278,4593.756771418432,254.26436033327863,7534.662805414074,2.7896083592472074,0.008466846923828125
14,0.19571428571428573,70.0,4.83993248212605,7.24120987220109,4597.776036707101,254.51198678414153,7239.436491634054,3.1181377437324524,0.010720368928909301
15,0.19571428571428573,70.0,4.83817618270399,6.96814849940639,4596.362125296395,254.06753621665763,6966.117854433169,3.4923208235092162,0.013682742767333984
16,0.18428571428571427,70.0,5.01072527825392,8.04534520609063,4750.3354186738015,274.21887896759796,8043.739833953583,2.9087542631435395,0.008492648820877075
17,0.18428571428571427,70.0,5.01231693187806,7.71028353720214,4751.891514296368,274.18579986172676,7708.4707163261655,3.2212077907733914,0.010551345420837402
18,0.18428571428571427,70.0,5.01206146909115,7.40422510586493,4751.821641029424,273.9078608115692,7402.155133808504,3.5993430397071835,0.013388412174224852
19,0.18428571428571427,70.0,5.01122359876303,7.11901687837497,4751.279443282386,273.51081465623474,7116.628603025458,4.050389258543015,0.01727504324531555
20,0.17285714285714288,70.0,5.20218417130722,8.24790419624768,4920.828220715551,296.7567332397671,8246.025968735217,3.373567848613739,0.01063387965965271
21,0.17285714285714288,70.0,5.20593627785124,7.89550281938804,4924.330014814813,296.944442708395,7893.354804021459,3.7739220930156705,0.013493803297042846
22,0.17285714285714288,70.0,5.20254052679672,7.57197670767346,4921.510266880607,296.2437730513,7569.514162479403,4.223033769887924,0.017220750831604004
23,0.17285714285714288,70.0,5.20045572908973,7.27654621483401,4919.916291339688,295.63570019798277,7273.682207738196,4.776190514968872,0.02249572845649719
24,0.16142857142857142,70.0,5.41382134482463,8.45641240986944,5108.293935413106,322.78261706252096,8454.17607570665,3.9734415340290066,0.01368300298500061
25,0.16142857142857142,70.0,5.4060015296109,8.08618764473992,5101.564940853287,321.5249266031303,8083.644650607626,4.4138147554931635,0.017210187814712525
26,0.16142857142857142,70.0,5.4155893263718,7.74796118384433,5110.331378404121,322.32081225262067,7744.963175267212,5.052877403711319,0.022951239210128784
