,pad_size(mm),coupling_len(um),offset,C_CPW_Qb,C_CPW_Qbp,C_Qb_g
0,0.15,20.0,0.2,-5.84595,-51.65496,-57.42775
1,0.15,20.0,0.2833333333333333,-5.77793,-51.72081,-57.42728
2,0.15,20.0,0.3666666666666667,-5.69658,-51.80742,-57.42621
3,0.15,20.0,0.45,-5.62325,-51.87659,-57.41731
4,0.17666666666666667,20.0,0.2,-6.64672,-63.3178,-69.7849
5,0.17666666666666667,20.0,0.2833333333333333,-6.56143,-63.40151,-69.78283
6,0.17666666666666667,20.0,0.3666666666666667,-6.46019,-63.50243,-69.76803
7,0.17666666666666667,20.0,0.45,-6.36519,-63.59799,-69.76626
8,0.20333333333333334,20.0,0.2,-7.4632,-75.2597,-82.44329
9,0.20333333333333334,20.0,0.2833333333333333,-7.35416,-75.27151,-82.44196
10,0.20333333333333334,20.0,0.3666666666666667,-7.2349,-75.38983,-82.43988
11,0.20333333333333334,20.0,0.45,-7.12081,-75.50842,-82.43729
12,0.23,20.0,0.2,-8.30747,-87.4298,-95.47009
13,0.23,20.0,0.2833333333333333,-8.19471,-87.54139,-95.46957
14,0.23,20.0,0.3666666666666667,-8.04916,-87.53708,-95.46835
15,0.23,20.0,0.45,-7.92499,-87.80884,-95.46537
16,0.15,26.666666666666668,0.2,-6.30102,-51.41848,-57.66088
17,0.15,26.666666666666668,0.2833333333333333,-6.23399,-51.48426,-57.66038
18,0.15,26.666666666666668,0.3666666666666667,-6.15267,-51.56966,-57.66067
19,0.15,26.666666666666668,0.45,-6.08036,-51.63916,-57.64788
20,0.17666666666666667,26.666666666666668,0.2,-7.10928,-63.07318,-70.00443
21,0.17666666666666667,26.666666666666668,0.2833333333333333,-7.02571,-63.15637,-70.00294
22,0.17666666666666667,26.666666666666668,0.3666666666666667,-6.9245,-63.25696,-70.00307
23,0.17666666666666667,26.666666666666668,0.45,-6.8299,-63.35248,-70.00053
24,0.20333333333333334,26.666666666666668,0.2,-7.93218,-75.02036,-82.66881
25,0.20333333333333334,26.666666666666668,0.2833333333333333,-7.82333,-75.03264,-82.66697
26,0.20333333333333334,26.666666666666668,0.3666666666666667,-7.70397,-75.14833,-82.66553
27,0.20333333333333334,26.666666666666668,0.45,-7.59041,-75.26716,-82.66377
28,0.23,26.666666666666668,0.2,-8.7813,-87.18945,-95.70164
29,0.23,26.666666666666668,0.2833333333333333,-8.66877,-87.3001,-95.70147
30,0.23,26.666666666666668,0.3666666666666667,-8.52322,-87.2957,-95.7006
