,f_target,size,Lj,Freq1(GHz),Freq2(GHz),Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,4.2,20.0,13,4.09695027256647,6.66642706437024,3924.294183712664,180.80542613338,6666.200847706872,0.419286824136734,0.0002622486171722
1,4.2,100.0,13,4.05705781224179,6.57953068058187,3888.000341826189,176.63126223762606,6578.860854478149,1.238233568174362,0.0023409912624359
2,4.2,76.72780850194908,13,4.0659875663824,6.60569161855764,3896.103698691888,177.627505000988,6605.175378700645,0.9554503137054444,0.0013857298431396
3,4.2,80.3941105698424,13,4.0658819638756,6.60140207691692,3896.0188015836384,177.58745898298835,6600.861412491628,1.0003385412883758,0.0015195498943328
4,4.2,80.36645978716565,13,4.0692697806986,6.60071947631744,3899.119644081117,177.89302599157236,6600.176808062752,1.0036868146533966,0.0015275549030303
5,4.2,78.54713414455736,13,4.06722148218224,6.60343619060016,3897.240180921032,177.72201417380714,6602.906751850509,0.9795970380496978,0.0014561351108551
6,4.2,80.08802148743321,13,4.06636482648253,6.60111606197498,3896.457640445528,177.63646846011065,6600.577848073591,0.9957576147403716,0.0015053252086639
7,4.2,80.23699522393348,13,4.06732571934517,6.60098191770001,3897.338051979851,177.72200310339926,6600.442980069486,0.9969977506103516,0.0015084708652496
8,4.2,80.29510274143423,13,4.06917269457139,6.60099984134031,3899.035723793759,177.878425898324,6600.456781106061,1.0044335818634034,0.0015299233188629
9,4.2,80.26045638826248,13,4.06891379597896,6.60101507937323,3898.795662275146,177.85822574548052,6600.471759070556,1.0049376464138031,0.001531603029251
10,4.2,80.24586640663296,13,4.06963280609583,6.60105879447572,3899.455390815365,177.92143709656142,6600.515297122062,1.0051994582004546,0.0015319394989013
11,4.2,20.0,13,4.42995062511332,6.64157907081533,4227.106484285326,213.1404805652027,6641.294484122075,0.5076559689884186,0.000336408214569
12,4.2,100.0,13,4.38569031217719,6.5556778087773,4187.328452614179,207.88548815501304,6554.71452685678,1.7130252829780577,0.0039265554790496
13,4.2,52.67672573359128,13,4.41140705848373,6.60887326956144,4210.422696456648,210.9913721115961,6608.356140264205,0.9216948535060884,0.0011199534015655
14,4.2,58.24518148422307,13,4.40779818274678,6.6023162347246,4207.174300372987,210.57448018540092,6601.753388954655,1.0029939023132324,0.0013288184604644
15,4.2,57.94895557680195,13,4.39936511399897,6.59995063005579,4199.513298012005,209.75315136816118,6599.399983436145,0.9821940663547516,0.0012783385696411133
