,pad_size(mm),coupling_len(um),buffer(um),offset,target_freq(GHz),target_res_freq(GHz),Freq1(GHz),Freq2(GHz),Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,0.25,2.0,202.0,0.4,4.0,6.4,4.24558135474739,6.37039385628708,4060.488242731658,194.09638726856423,6370.160723288038,0.4179147423973083,0.0002492209014892578
