,pad_size(mm),coupling_len(um),Freq1(GHz),Freq2(GHz),Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,0.15,5.0,5.7645039433117,7.72151169424494,5416.298070524735,370.03587680075265,7720.38507976063,1.7843868790893553,0.0026148873081207275
1,0.15,5.0,5.7627751883438,8.05971828483545,5414.655868475063,369.95233211321255,8058.799912660186,1.5150168005199431,0.001835303081512451
2,0.15,5.0,5.76278499196448,8.43027183981884,5414.574531656433,370.07278612224195,8429.509547746808,1.3007998768424986,0.0013220652389526366
3,0.15,5.0,5.75903504857828,8.82880038769283,5411.217705416101,369.67001354143713,8828.155213836113,1.1331315640792847,0.0009854794845581055
