,Pos1_x(mm),Pos2_x(mm),C_Q1_Q2(fF),C_Q1_g(fF),C_Q2_g(fF),Freq_Q1(GHz),Freq_Q2(GHz),Freq_C1(GHz),Freq_C2(GHz)
0,0,0.65,-0.50182,-106.47803,-96.49135,4.18111953434793,4.39160246067536,6.97131860136469,7.2461544341915
1,0,2.1888888888888887,-0.00764,-107.19653,-97.18247,4.18094598742722,4.39166120129329,6.97232059132835,7.24565840175164
