,pad_size(mm),coupling_len(um),C_CPW_Qb,C_CPW_Qbp,C_Qb_g,Freq1(GHz),Freq2(GHz),Freq_EPR1(GHz),Chi1_1(MHz),Chi1_2(MHz),Freq_EPR2(GHz),Chi2_1(MHz),Chi2_2(MHz)
0,0.20000000000000004,80.0,-11.73622,-71.60181,-82.9802,4.77319772768497,6.89817738604426,4538.145331839301,246.64735243188474,3.8371253047199247,6895.952796915166,3.8371253047199247,0.01696206136894226
1,0.20000000000000004,80.0,-11.72611,-71.61354,-82.98842,1.17702126651651,1.67668172168402,1177.02126652,-0.0,-0.0,1676.68172168,-0.0,-0.0
