,fQ,EC,EJ,alpha,dispersion,gbus,chi_in_MHz,cut_l,cut_h,gap,w,l,r,cpw_l,coupling_gap,JJ_cutout_w,JJ_cutout_h,JJ_cutout_r,JJ_c_contact_l,JJ_c_contact_r,JJ_c_contact_w,coupling_d,coupling_pad_w,coupling_r,cpw_pin,chip,resolution,junction,orientation,JJ_c_contact_shortl,istunnel,layer,pos_x,pos_y,Lj [nH],g_alex [MHz],Ec_alex [MHz],Ej_alex [GHz],wr_alex [GHz],Chi [MHz],Purcell T1 [us],target kappa [MHz],Purcell T1 qiskit [us],target kappa qiskit [MHz]
0,4.435465192758166,197.80606248176312,13.616300010297985,-221.6220945986424,0.3721373872756958,111.85027780335868,-1.2221974381942102,0.77,0.7000000000000001,0.005,0.08,0.5,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.25,0.09,0.04,0.015,main,10.0,False,180.0,0.01,False,5.0,-0.9,-0.7000000000000001,13.676453476080171,101.02486457554178,197.80607497486045,11.952039546851227,4.348964042810151,0.019921284757334748,78784.06994290918,0.039842569514669496,1284.1459510775685,0.039842569514669496
1,4.818736009317896,235.59232797177538,13.616300010297985,-267.3600132594752,2.5037931451797486,130.68220615978916,-2.8603787665516522,0.78,0.7000000000000001,0.015,0.08,0.5,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.25,0.09,0.04,0.015,main,10.0,False,180.0,0.01,False,5.0,-0.9,-0.7000000000000001,13.676453476080171,118.04021091020681,235.59234285138947,11.952039546851227,4.746206062694825,0.02719418979812399,42278.6246096618,0.05438837959624798,401.9512924244108,0.05438837959624798
2,5.0253793336134125,257.51094339846503,13.616300010297985,-294.347186898385,6.191918841362,142.74132790909624,-4.690877819770005,0.79,0.7000000000000001,0.025,0.08,0.5,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.25,0.09,0.04,0.015,main,10.0,False,180.0,0.01,False,5.0,-0.9,-0.7000000000000001,13.676453476080171,128.93974287426354,257.5109596624219,11.952039546851227,4.962081155025885,0.03244461869380792,29702.1406497794,0.06488923738761584,205.43588317531453,0.06488923738761584
3,5.170915450450996,273.61181437325774,13.616300010297985,-314.3854203323261,11.210241615295411,152.16364869016832,-6.774835940433816,0.8,0.7000000000000001,0.035,0.08,0.5,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.25,0.09,0.04,0.015,main,10.0,False,180.0,0.01,False,5.0,-0.9,-0.7000000000000001,13.676453476080171,137.45838320298049,273.61183165411853,11.952039546851227,5.114856347868569,0.036869312233625946,23000.804502647403,0.07373862446725189,125.17260200671292,0.07373862446725189
