,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,286.21156,-95.97225,-91.91268,-14.24453
pad_left_Q1,-95.97225,168.31014,-55.86921,-13.88319
pad_right_Q1,-91.91268,-55.86921,150.84063,-1.18015
resonator_pad_Q1,-14.24453,-13.88319,-1.18015,29.5319
