,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,300.16825,-117.01293,-61.66972,-26.21958
pad_left_Q1,-117.01293,328.31466,-88.41863,-118.49926
pad_right_Q1,-61.66972,-88.41863,155.07202,-2.90671
resonator_pad_Q1,-26.21958,-118.49926,-2.90671,148.49608
