,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,265.8008,-90.45883,-77.42303,-12.36257
pad_left_Q1,-90.45883,169.17765,-57.49088,-18.81852
pad_right_Q1,-77.42303,-57.49088,138.34906,-1.22931
resonator_pad_Q1,-12.36257,-18.81852,-1.22931,32.58987
