,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,274.90434,-92.33055,-85.96253,-12.44019
pad_left_Q1,-92.33055,169.49831,-55.98369,-18.79663
pad_right_Q1,-85.96253,-55.98369,145.12135,-1.16312
resonator_pad_Q1,-12.44019,-18.79663,-1.16312,32.57839
