,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,289.77643,-105.13922,-72.54805,-22.13904
pad_left_Q1,-105.13922,208.61037,-61.19847,-38.77988
pad_right_Q1,-72.54805,-61.19847,138.02383,-2.22334
resonator_pad_Q1,-22.13904,-38.77988,-2.22334,63.70634
