,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,245.81624,-84.77926,-50.89395,-19.25219
pad_left_Q1,-84.77926,219.78553,-73.67812,-58.49407
pad_right_Q1,-50.89395,-73.67812,128.56178,-2.21816
resonator_pad_Q1,-19.25219,-58.49407,-2.21816,80.43174
