,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,252.49249,-86.83286,-54.47731,-19.0731
pad_left_Q1,-86.83286,194.82777,-46.45765,-58.58455
pad_right_Q1,-54.47731,-46.45765,104.91086,-2.01576
resonator_pad_Q1,-19.0731,-58.58455,-2.01576,80.13808
