,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,251.0577,-86.34074,-53.64963,-19.10013
pad_left_Q1,-86.34074,198.19776,-50.44168,-58.49206
pad_right_Q1,-53.64963,-50.44168,108.07057,-2.06469
resonator_pad_Q1,-19.10013,-58.49206,-2.06469,80.12121
