,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,249.52873,-85.82051,-52.76178,-19.1349
pad_left_Q1,-85.82051,202.66274,-55.53203,-58.41657
pad_right_Q1,-52.76178,-55.53203,112.28467,-2.11413
resonator_pad_Q1,-19.1349,-58.41657,-2.11413,80.12998
