,fQ,EC,EJ,alpha,dispersion,gbus,chi_in_MHz,cut_l,cut_h,gap,w,l,r,cpw_l,coupling_gap,JJ_cutout_w,JJ_cutout_h,JJ_cutout_r,JJ_c_contact_l,JJ_c_contact_r,JJ_c_contact_w,coupling_d,coupling_pad_w,coupling_r,cpw_pin,chip,resolution,junction,orientation,JJ_c_contact_shortl,istunnel,g_alex [MHz],Ec_alex [MHz],Ej_alex [GHz],wr_alex [GHz],g_leon [MHz],Ec_leon [MHz],Ej_leon [GHz]
0,4.195502610853386,203.3620541553282,11.947220118823298,-230.49073859253087,1.8515951833724975,29.043477689862424,-0.1097191744982941,0.8,1.2,0.05,0.09,0.8,0.06,0.05,0.1,0.07,0.07,0.15,0.04,0.0025,0.01,0.1,0.09,0.04,0.01,main,10.0,False,0.0,0.01,False,27.346805558929933,167.2861634710432,12.573962523598547,4.1021457313961704,14.174249609935586,165.2804489726687,12.573962523598547
1,3.8242159773180027,167.28615290553194,11.947220118823298,-186.9611337982593,0.21369256925582886,26.915580882378407,-0.05555452470752938,0.8,1.2,0.05,0.09,1.0,0.06,0.05,0.1,0.07,0.07,0.15,0.04,0.0025,0.01,0.1,0.09,0.04,0.01,main,10.0,False,0.0,0.01,False,27.346805558929933,167.2861634710432,12.573962523598547,4.1021457313961704,14.174249609935586,165.2804489726687,12.573962523598547
