,fQ,EC,EJ,alpha,dispersion,gbus,chi_in_MHz,cut_l,cut_h,gap,w,l,r,cpw_l,coupling_gap,JJ_cutout_w,JJ_cutout_h,JJ_cutout_r,JJ_c_contact_l,JJ_c_contact_r,JJ_c_contact_w,coupling_d,coupling_pad_w,coupling_r,cpw_pin,chip,resolution,junction,orientation,JJ_c_contact_shortl,istunnel,coupling_gd,Lj [nH],g_alex [MHz],Ec_alex [MHz],Ej_alex [GHz],wr_alex [GHz],Chi [MHz],Purcell T1 [us],target kappa [MHz],Purcell T1 qiskit [us],target kappa qiskit [MHz]
0,4.781476408638912,218.8627350094402,14.336664142587953,-246.06529328256525,0.6850219469070434,118.05799312245817,-2.086722542279767,0.74,1.2,0.025,0.09,0.6,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.2,0.09,0.04,0.01,main,10.0,False,0.0,0.01,False,0.65,11.397044563400145,110.02661769497823,218.86274883244147,14.342447456221468,5.0112094151040925,0.05626399748476171,11577.807855766638,0.11252799496952343,312.1707552764691,0.11252799496952343
1,4.750140651768711,215.85261474517336,14.336664142587953,-242.4432558397539,0.5869462232589722,132.4514401190198,-2.508720098294531,0.79,1.2,0.025,0.09,0.6,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.25,0.09,0.04,0.01,main,10.0,False,0.0,0.01,False,0.65,11.397044563400145,123.64654851263768,215.8526283780605,14.342447456221468,4.976629365986285,0.07081954980136769,7307.70798203285,0.14163909960273538,206.29188155316814,0.14163909960273538
2,4.714739144710735,212.47979735400173,14.336664142587953,-238.39192606303868,0.491696475982666,144.7412067556284,-2.8459732085434046,0.84,1.2,0.025,0.09,0.6,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.3,0.09,0.04,0.01,main,10.0,False,0.0,0.01,False,0.65,11.397044563400145,135.33599967444388,212.4798107738674,14.342447456221468,4.937594978555509,0.0845715267026471,5124.354501488034,0.1691430534052942,152.27637500432766,0.1691430534052942
3,4.695351726937272,210.64519203132735,14.336664142587953,-236.19142053217436,0.4457429666519165,154.52991125437458,-3.1547337518850425,0.89,1.2,0.025,0.09,0.6,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.35000000000000003,0.09,0.04,0.01,main,10.0,False,0.0,0.01,False,0.65,11.397044563400145,144.69484747037856,210.64520533532246,14.342447456221468,4.916232532683412,0.09639730728086585,3944.1888623253735,0.1927946145617317,120.52021363392775,0.1927946145617317
4,4.668083167220563,208.07974116493688,14.336664142587953,-233.11805369514664,0.3877411012649536,163.33631690512107,-3.3899023174141836,0.9400000000000001,1.2,0.025,0.09,0.6,0.06,0.05,0.015,0.07,0.07,0.15,0.04,0.0025,0.01,0.4,0.09,0.04,0.01,main,10.0,False,0.0,0.01,False,0.65,11.397044563400145,153.1588727966545,208.07975430690243,14.342447456221468,4.8862033873757,0.1076974223887234,3159.925834543953,0.2153948447774468,100.39105421170727,0.2153948447774468
