,fQ,EC,EJ,alpha,dispersion,gbus,chi_in_MHz,cut_l,cut_h,gap,w,l,r,cpw_l,jj_gap,jj_contact_size,coupling_gap,JJ_cutout_w,JJ_cutout_h,JJ_cutout_r,JJ_c_contact_l,JJ_c_contact_r,JJ_c_contact_w,coupling_d,coupling_pad_w,coupling_stub_w,coupling_r,cpw_pin,chip,resolution,junction,orientation,JJ_c_contact_shortl,istunnel,layer,coupling_arm,jj_taper_r,Lj [nH],g_alex [MHz],Ec_alex [MHz],Ej_alex [GHz],wr_alex [GHz],Chi [MHz],Purcell T1 [us],target kappa [MHz],Purcell T1 qiskit [us],target kappa qiskit [MHz]
0,3.9798011702232294,157.59142178588013,13.616300010297985,-174.04367310089387,0.023760293960571287,53.98319615837287,-0.23920302140177788,1.4000000000000001,1.2,0.07,0.4,0.8,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,52.470641770129426,157.5914317390885,11.952039546851227,3.881792394645022,0.007158115272300463,602412.5182930477,0.014316230544600926,18027.106104882994,0.014316230544600926
1,3.9576592987861394,155.7646041663493,13.616300010297985,-171.9095842916999,0.020449790000915527,53.47082028130624,-0.227462811167965,1.4000000000000001,1.2,0.07,0.4,0.81,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,51.97258670786958,155.76461400417898,11.952039546851227,3.859227722307108,0.007022879113172523,625836.6291757766,0.014045758226345045,19322.609127745887,0.014045758226345045
2,3.9365498736438678,154.03381186619637,13.616300010297985,-169.88988042284612,0.017696050643920897,52.904712337872496,-0.2161651587651784,1.4000000000000001,1.2,0.07,0.4,0.8200000000000001,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,51.42202906289139,154.03382159471212,11.952039546851227,3.8377267513491637,0.006874960612478397,653056.7685407315,0.013749921224956795,20769.95010239918,0.013749921224956795
