,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,284.52403,-102.14586,-72.98461,-20.37071
pad_left_Q1,-102.14586,213.64561,-60.95233,-47.19275
pad_right_Q1,-72.98461,-60.95233,138.18519,-2.15665
resonator_pad_Q1,-20.37071,-47.19275,-2.15665,70.22761
