,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,293.97972,-108.56525,-72.12531,-23.7434
pad_left_Q1,-108.56525,207.78844,-61.74875,-33.82746
pad_right_Q1,-72.12531,-61.74875,138.18347,-2.2424
resonator_pad_Q1,-23.7434,-33.82746,-2.2424,60.43687
