,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,294.17794,-108.80301,-71.04816,-21.11827
pad_left_Q1,-108.80301,271.76089,-80.33704,-78.83903
pad_right_Q1,-71.04816,-80.33704,156.40766,-2.59831
resonator_pad_Q1,-21.11827,-78.83903,-2.59831,103.14474
