,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,292.26701,-108.08647,-69.85773,-21.17019
pad_left_Q1,-108.08647,280.93934,-90.35074,-78.74928
pad_right_Q1,-69.85773,-90.35074,165.19759,-2.65366
resonator_pad_Q1,-21.17019,-78.74928,-2.65366,103.16387
