,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,300.70795,-115.42718,-64.56849,-27.38959
pad_left_Q1,-115.42718,219.54035,-66.64475,-33.41516
pad_right_Q1,-64.56849,-66.64475,135.92665,-2.53411
resonator_pad_Q1,-27.38959,-33.41516,-2.53411,64.12389
