,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,234.16049,-79.63506,-43.84394,-19.58619
pad_left_Q1,-79.63506,222.68455,-82.24636,-58.14912
pad_right_Q1,-43.84394,-82.24636,129.81526,-2.1715
resonator_pad_Q1,-19.58619,-58.14912,-2.1715,80.38826
