,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,226.11319,-72.8676,-47.26768,-16.33422
pad_left_Q1,-72.8676,166.50824,-52.42461,-38.94721
pad_right_Q1,-47.26768,-52.42461,103.10632,-1.7522
resonator_pad_Q1,-16.33422,-38.94721,-1.7522,57.35746
