,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,305.05697,-114.32727,-76.3911,-21.55511
pad_left_Q1,-114.32727,312.68254,-115.70792,-78.82152
pad_right_Q1,-76.3911,-115.70792,197.30864,-2.75839
resonator_pad_Q1,-21.55511,-78.82152,-2.75839,103.71528
