,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,309.77597,-115.90677,-79.08584,-21.39738
pad_left_Q1,-115.90677,286.00137,-87.41352,-78.7727
pad_right_Q1,-79.08584,-87.41352,171.7007,-2.65128
resonator_pad_Q1,-21.39738,-78.7727,-2.65128,103.40441
