,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,266.78013,-93.52565,-67.6326,-15.31531
pad_left_Q1,-93.52565,169.01998,-61.16935,-11.51153
pad_right_Q1,-67.6326,-61.16935,132.6235,-1.39503
resonator_pad_Q1,-15.31531,-11.51153,-1.39503,28.47848
