,Freq1(GHz),Freq2(GHz),f_target,Lj,Cj,Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,4.30171207998736,5.97667631040996,4,13.676453476080171nH,4.030668586052029fF,4106.863112272184,202.4204434645338,5972.562660986639,6.923298846305847,0.06787076201438903
