,Freq1(GHz),Freq2(GHz),f_target,Lj,Cj,Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,3.32002029230455,5.35576329641946,3.2,17.095566845100272nH,3.224534868841612fF,3223.0073032578566,100.21571705946826,5355.579890071601,0.34584920329761504,0.00031578793525695797
