,Freq1(GHz),Freq2(GHz),f_target,Lj,Cj,Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,3.75528843763856,5.13368186805196,4,13.676453476080171nH,4.030668586052029fF,3606.8098935513294,153.9323858412609,5131.575942517728,3.587348174375534,0.02380804035758972
