,Freq1(GHz),Freq2(GHz),f_target,Lj,Cj,Freq_EPR1(MHz),Chi1_1(MHz),Freq_EPR2(MHz),Chi2_1(MHz),Chi2_2(MHz)
0,4.8025036421659,6.70700016146085,4.8,11.397044563400145nH,4.836802303262433fF,4595.548996025082,216.78290963157653,6706.494708490915,0.8721569579887389,0.0009989438095092773
