,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,283.82101,-105.95721,-61.96567,-23.72148
pad_left_Q1,-105.95721,264.56185,-95.64634,-59.26446
pad_right_Q1,-61.96567,-95.64634,162.44241,-2.73887
resonator_pad_Q1,-23.72148,-59.26446,-2.73887,86.40325
