,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,286.64818,-107.79206,-61.74823,-24.72706
pad_left_Q1,-107.79206,261.22407,-95.78951,-53.88533
pad_right_Q1,-61.74823,-95.78951,162.3855,-2.77095
resonator_pad_Q1,-24.72706,-53.88533,-2.77095,82.09807
