,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,216.81025,-73.92874,-41.63824,-20.03702
pad_left_Q1,-73.92874,172.24657,-48.1643,-48.17081
pad_right_Q1,-41.63824,-48.1643,92.82262,-1.82797
resonator_pad_Q1,-20.03702,-48.17081,-1.82797,70.45776
