,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,241.86181,-82.00834,-48.0138,-19.35341
pad_left_Q1,-82.00834,182.85846,-39.70091,-58.36252
pad_right_Q1,-48.0138,-39.70091,91.39569,-1.92273
resonator_pad_Q1,-19.35341,-58.36252,-1.92273,80.11201
